,question,answer,ApplID,Report_ID
20,I have reviewed my water right permit,Yes,A028756,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208634
21,I have reviewed my water right permit,Yes,A028756,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156771
22,I have reviewed my water right permit,Yes,A028756,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112304
23,I have reviewed my water right permit,Yes,A028756,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85091
24,I have reviewed my water right permit,No,A028042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340316
25,I have reviewed my water right permit,Yes,A028042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293119
26,I have reviewed my water right permit,Yes,A028042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235803
27,I have reviewed my water right permit,Yes,A028042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208509
28,I have reviewed my water right permit,Yes,A028042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156454
29,I have reviewed my water right permit,Yes,A028042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111777
30,I have reviewed my water right permit,Yes,A028042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84561
31,I have reviewed my water right permit,Yes,A028291,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293491
32,I have reviewed my water right permit,Yes,A028291,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235850
33,I have reviewed my water right permit,Yes,A028291,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208516
34,I have reviewed my water right permit,Yes,A028291,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156831
35,I have reviewed my water right permit,Yes,A028291,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111783
36,I have reviewed my water right permit,Yes,A028291,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84567
37,I have reviewed my water right permit,Yes,A028063,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293866
38,I have reviewed my water right permit,Yes,A028063,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235805
39,I have reviewed my water right permit,Yes,A028063,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207785
40,I have reviewed my water right permit,Yes,A028063,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157203
41,I have reviewed my water right permit,Yes,A028063,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112360
42,I have reviewed my water right permit,Yes,A028063,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85146
43,I have reviewed my water right permit,Yes,A028040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=341012
44,I have reviewed my water right permit,Yes,A028040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292776
45,I have reviewed my water right permit,Yes,A028040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235801
46,I have reviewed my water right permit,Yes,A028040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208315
47,I have reviewed my water right permit,Yes,A028040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156107
48,I have reviewed my water right permit,Yes,A028040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112543
49,I have reviewed my water right permit,Yes,A028040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85333
50,I have reviewed my water right permit,No,A028071,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292777
51,I have reviewed my water right permit,Yes,A028071,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235807
52,I have reviewed my water right permit,Yes,A028071,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207786
53,I have reviewed my water right permit,Yes,A028071,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156108
54,I have reviewed my water right permit,Yes,A028071,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111988
55,I have reviewed my water right permit,Yes,A028071,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84772
56,I have reviewed my water right permit,Yes,A028492,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293968
57,I have reviewed my water right permit,Yes,A028492,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235888
58,I have reviewed my water right permit,Yes,A028492,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207904
59,I have reviewed my water right permit,Yes,A028492,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157309
60,I have reviewed my water right permit,Yes,A028492,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112867
61,I have reviewed my water right permit,No,A028492,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85659
62,I have reviewed my water right permit,Yes,A028757,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293431
63,I have reviewed my water right permit,Yes,A028757,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235928
64,I have reviewed my water right permit,Yes,A028757,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207549
65,I have reviewed my water right permit,Yes,A028757,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156772
66,I have reviewed my water right permit,Yes,A028757,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112696
67,I have reviewed my water right permit,Yes,A028757,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85489
68,I have reviewed my water right permit,Yes,A028751,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293609
69,I have reviewed my water right permit,Yes,A028751,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235926
70,I have reviewed my water right permit,Yes,A028751,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208088
71,I have reviewed my water right permit,Yes,A028751,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156953
72,I have reviewed my water right permit,Yes,A028751,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112871
73,I have reviewed my water right permit,Yes,A028751,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85663
74,I have reviewed my water right permit,Yes,A028041,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293308
75,I have reviewed my water right permit,Yes,A028041,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235802
76,I have reviewed my water right permit,Yes,A028041,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208316
77,I have reviewed my water right permit,Yes,A028041,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156642
78,I have reviewed my water right permit,Yes,A028041,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112544
79,I have reviewed my water right permit,Yes,A028041,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85334
80,I have reviewed my water right permit,No,A028060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340090
81,I have reviewed my water right permit,Yes,A028060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294044
82,I have reviewed my water right permit,Yes,A028060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235804
83,I have reviewed my water right permit,Yes,A028060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207954
84,I have reviewed my water right permit,Yes,A028060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157382
85,I have reviewed my water right permit,Yes,A028060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112172
86,I have reviewed my water right permit,Yes,A028060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84955
87,I have reviewed my water right permit,Yes,A028066,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294045
88,I have reviewed my water right permit,Yes,A028066,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235806
89,I have reviewed my water right permit,Yes,A028066,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207955
90,I have reviewed my water right permit,Yes,A028066,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157383
91,I have reviewed my water right permit,Yes,A028066,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149624
92,I have reviewed my water right permit,Yes,A028066,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111778
93,I have reviewed my water right permit,Yes,A028066,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84562
94,I have reviewed my water right permit,Yes,A023702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235383
95,I have reviewed my water right permit,No,A030092,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339859
96,I have reviewed my water right permit,No,A030092,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293232
97,I have reviewed my water right permit,No,A030092,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236269
98,I have reviewed my water right permit,No,A030092,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208442
99,I have reviewed my water right permit,Yes,A030092,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156573
100,I have reviewed my water right permit,Yes,A030092,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112675
101,I have reviewed my water right permit,Yes,A030092,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85467
102,I have reviewed my water right permit,Yes,A030092,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50299
103,I have reviewed my water right permit,Yes,A030092,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36722
104,I have reviewed my water right permit,No,A029819,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340401
105,I have reviewed my water right permit,Yes,A029819,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293224
106,I have reviewed my water right permit,No,A029819,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236204
107,I have reviewed my water right permit,Yes,A029819,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=231760
108,I have reviewed my water right permit,Yes,A029819,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207714
109,I have reviewed my water right permit,Yes,A029819,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156565
110,I have reviewed my water right permit,Yes,A029819,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112854
111,I have reviewed my water right permit,Yes,A029819,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85644
112,I have reviewed my water right permit,Yes,A029819,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36721
113,I have reviewed my water right permit,Yes,A031004,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339797
114,I have reviewed my water right permit,Yes,A027213,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293855
115,I have reviewed my water right permit,Yes,A027213,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235703
116,I have reviewed my water right permit,Yes,A027213,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207409
117,I have reviewed my water right permit,Yes,A027213,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157192
118,I have reviewed my water right permit,Yes,A027213,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112902
119,I have reviewed my water right permit,Yes,A027213,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=151188
120,I have reviewed my water right permit,Yes,A027213,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85691
121,I have reviewed my water right permit,Yes,A027213,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=110432
122,I have reviewed my water right permit,Yes,A025988,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292820
123,I have reviewed my water right permit,Yes,A025988,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235573
124,I have reviewed my water right permit,Yes,A025988,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208357
125,I have reviewed my water right permit,Yes,A025988,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156153
126,I have reviewed my water right permit,Yes,A025988,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112218
127,I have reviewed my water right permit,Yes,A025988,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85001
128,I have reviewed my water right permit,Yes,A027001,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235682
129,I have reviewed my water right permit,Yes,A027001,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156336
130,I have reviewed my water right permit,Yes,A028666,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334360
131,I have reviewed my water right permit,Yes,A028666,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293807
132,I have reviewed my water right permit,Yes,A028666,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235913
133,I have reviewed my water right permit,Yes,A012919B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294201
134,I have reviewed my water right permit,Yes,A012919B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235204
135,I have reviewed my water right permit,Yes,A012919B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207444
136,I have reviewed my water right permit,Yes,A012919B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157414
137,I have reviewed my water right permit,Yes,A012919B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=151780
138,I have reviewed my water right permit,Yes,A012919B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112381
139,I have reviewed my water right permit,Yes,A012919B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85167
140,I have reviewed my water right permit,Yes,A032251,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340362
141,I have reviewed my water right permit,Yes,A031060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339975
142,I have reviewed my water right permit,Yes,A031059,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339976
143,I have reviewed my water right permit,Yes,A031871,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340539
144,I have reviewed my water right permit,Yes,A031255,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=341084
145,I have reviewed my water right permit,Yes,A031743,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340726
146,I have reviewed my water right permit,Yes,A031419,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382416
147,I have reviewed my water right permit,Yes,A031419,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340159
148,I have reviewed my water right permit,Yes,A031114,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236486
149,I have reviewed my water right permit,Yes,A031114,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207767
150,I have reviewed my water right permit,Yes,A031114,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156986
151,I have reviewed my water right permit,Yes,A031114,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112531
152,I have reviewed my water right permit,Yes,A031114,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85320
153,I have reviewed my water right permit,Yes,A031719,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340901
154,I have reviewed my water right permit,Yes,A031719,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337801
155,I have reviewed my water right permit,Yes,A031719,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293982
156,I have reviewed my water right permit,Yes,A032232,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294205
157,I have reviewed my water right permit,Yes,A028668,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294190
158,I have reviewed my water right permit,Yes,A028668,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235915
159,I have reviewed my water right permit,Yes,A028668,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207546
160,I have reviewed my water right permit,Yes,A028668,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157534
161,I have reviewed my water right permit,Yes,A028668,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112495
162,I have reviewed my water right permit,Yes,A028668,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85285
163,I have reviewed my water right permit,Yes,A027540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293479
164,I have reviewed my water right permit,Yes,A027540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235740
165,I have reviewed my water right permit,Yes,A027540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208497
166,I have reviewed my water right permit,Yes,A027540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156818
167,I have reviewed my water right permit,Yes,A027540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111772
168,I have reviewed my water right permit,Yes,A027540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84556
169,I have reviewed my water right permit,Yes,A027390,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293861
170,I have reviewed my water right permit,Yes,A027390,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235729
171,I have reviewed my water right permit,Yes,A027390,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207413
172,I have reviewed my water right permit,Yes,A027390,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157198
173,I have reviewed my water right permit,Yes,A027390,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111769
174,I have reviewed my water right permit,Yes,A027390,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84553
175,I have reviewed my water right permit,Yes,A031487,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339985
176,I have reviewed my water right permit,Yes,A031487,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338804
177,I have reviewed my water right permit,Yes,A031487,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293828
178,I have reviewed my water right permit,Yes,A031488,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339986
179,I have reviewed my water right permit,Yes,A031488,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293829
180,I have reviewed my water right permit,Yes,A028685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235919
181,I have reviewed my water right permit,Yes,A028685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207547
182,I have reviewed my water right permit,Yes,A028685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157317
183,I have reviewed my water right permit,Yes,A028685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111918
184,I have reviewed my water right permit,Yes,A028685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=110835
185,I have reviewed my water right permit,Yes,A028685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84705
186,I have reviewed my water right permit,Yes,A030639,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207219
187,I have reviewed my water right permit,Yes,A030639,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156437
188,I have reviewed my water right permit,Yes,A030639,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111955
189,I have reviewed my water right permit,Yes,A030639,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84739
190,I have reviewed my water right permit,Yes,A030639,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50554
191,I have reviewed my water right permit,Yes,A031870,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339973
192,I have reviewed my water right permit,Yes,A031870,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293083
193,I have reviewed my water right permit,Yes,A029432,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236097
194,I have reviewed my water right permit,Yes,A029432,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207881
195,I have reviewed my water right permit,Yes,A029432,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157122
