,question,answer,ApplID,Report_ID
36,a. Groundwater Extraction,<= 25 acre-feet,G361703,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220221
37,b. Surface Diversion,None,G361703,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220221
38,a. Groundwater Extraction,<= 25 acre-feet,G361703,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169545
39,b. Surface Diversion,None,G361703,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169545
40,a. Groundwater Extraction,<= 25 acre-feet,G361703,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125210
41,b. Surface Diversion,None,G361703,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125210
42,a. Groundwater Extraction,<= 25 acre-feet,G361703,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109180
43,b. Surface Diversion,None,G361703,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109180
44,a. Groundwater Extraction,> 25 acre-feet,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248388
45,b. Surface Diversion,None,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248388
46,a. Groundwater Extraction,> 25 acre-feet,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220267
47,b. Surface Diversion,None,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220267
48,a. Groundwater Extraction,> 25 acre-feet,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169742
49,b. Surface Diversion,None,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169742
50,a. Groundwater Extraction,> 25 acre-feet,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149087
51,b. Surface Diversion,None,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149087
52,a. Groundwater Extraction,> 25 acre-feet,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124186
53,b. Surface Diversion,None,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124186
54,a. Groundwater Extraction,> 25 acre-feet,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108100
55,b. Surface Diversion,None,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108100
56,a. Groundwater Extraction,> 25 acre-feet,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248242
57,b. Surface Diversion,None,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248242
58,a. Groundwater Extraction,> 25 acre-feet,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220533
59,b. Surface Diversion,None,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220533
60,a. Groundwater Extraction,> 25 acre-feet,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168750
61,b. Surface Diversion,None,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168750
62,a. Groundwater Extraction,> 25 acre-feet,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124440
63,b. Surface Diversion,None,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124440
64,a. Groundwater Extraction,> 25 acre-feet,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108363
65,b. Surface Diversion,None,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108363
66,a. Groundwater Extraction,> 25 acre-feet,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248392
67,b. Surface Diversion,None,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248392
68,a. Groundwater Extraction,> 25 acre-feet,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220822
69,b. Surface Diversion,None,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220822
70,a. Groundwater Extraction,> 25 acre-feet,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169744
71,b. Surface Diversion,None,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169744
72,a. Groundwater Extraction,> 25 acre-feet,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149089
73,b. Surface Diversion,None,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149089
74,a. Groundwater Extraction,> 25 acre-feet,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125073
75,b. Surface Diversion,None,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125073
76,a. Groundwater Extraction,> 25 acre-feet,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109038
77,b. Surface Diversion,None,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109038
78,a. Groundwater Extraction,> 25 acre-feet,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248391
79,b. Surface Diversion,None,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248391
80,a. Groundwater Extraction,> 25 acre-feet,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220637
81,b. Surface Diversion,None,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220637
82,a. Groundwater Extraction,> 25 acre-feet,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169743
83,b. Surface Diversion,None,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169743
84,a. Groundwater Extraction,> 25 acre-feet,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149088
85,b. Surface Diversion,None,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149088
86,a. Groundwater Extraction,> 25 acre-feet,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124188
87,b. Surface Diversion,None,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124188
88,a. Groundwater Extraction,> 25 acre-feet,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108102
89,b. Surface Diversion,None,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108102
90,a. Groundwater Extraction,> 25 acre-feet,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248133
91,b. Surface Diversion,None,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248133
92,a. Groundwater Extraction,> 25 acre-feet,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219534
93,b. Surface Diversion,None,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219534
94,a. Groundwater Extraction,> 25 acre-feet,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169191
95,b. Surface Diversion,None,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169191
96,a. Groundwater Extraction,> 25 acre-feet,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125036
97,b. Surface Diversion,None,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125036
98,a. Groundwater Extraction,> 25 acre-feet,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108999
99,b. Surface Diversion,None,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108999
100,a. Groundwater Extraction,> 25 acre-feet,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248117
101,b. Surface Diversion,None,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248117
102,a. Groundwater Extraction,> 25 acre-feet,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220779
103,b. Surface Diversion,None,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220779
104,a. Groundwater Extraction,> 25 acre-feet,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169001
105,b. Surface Diversion,None,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169001
106,a. Groundwater Extraction,> 25 acre-feet,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125212
107,b. Surface Diversion,None,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125212
108,a. Groundwater Extraction,> 25 acre-feet,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109182
109,b. Surface Diversion,None,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109182
110,a. Groundwater Extraction,> 25 acre-feet,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248226
111,b. Surface Diversion,None,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248226
112,a. Groundwater Extraction,> 25 acre-feet,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220168
113,b. Surface Diversion,None,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220168
114,a. Groundwater Extraction,> 25 acre-feet,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168746
115,b. Surface Diversion,None,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168746
116,a. Groundwater Extraction,> 25 acre-feet,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124840
117,b. Surface Diversion,None,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124840
118,a. Groundwater Extraction,> 25 acre-feet,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108783
119,b. Surface Diversion,None,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108783
120,a. Groundwater Extraction,> 25 acre-feet,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248139
121,b. Surface Diversion,None,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248139
122,a. Groundwater Extraction,<= 25 acre-feet,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219719
123,b. Surface Diversion,None,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219719
124,a. Groundwater Extraction,<= 25 acre-feet,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169192
125,b. Surface Diversion,None,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169192
126,a. Groundwater Extraction,<= 25 acre-feet,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125400
127,b. Surface Diversion,None,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125400
128,a. Groundwater Extraction,<= 25 acre-feet,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109375
129,b. Surface Diversion,None,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109375
130,a. Groundwater Extraction,> 25 acre-feet,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248189
131,b. Surface Diversion,None,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248189
132,a. Groundwater Extraction,> 25 acre-feet,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220601
133,b. Surface Diversion,None,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220601
134,a. Groundwater Extraction,> 25 acre-feet,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168809
135,b. Surface Diversion,None,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168809
136,a. Groundwater Extraction,> 25 acre-feet,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125411
137,b. Surface Diversion,None,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125411
138,a. Groundwater Extraction,> 25 acre-feet,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109386
139,b. Surface Diversion,None,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109386
140,a. Groundwater Extraction,None,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248383
141,b. Surface Diversion,None,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248383
142,a. Groundwater Extraction,None,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181628
143,b. Surface Diversion,None,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181628
144,a. Groundwater Extraction,None,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181627
145,b. Surface Diversion,None,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181627
146,a. Groundwater Extraction,None,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169583
147,b. Surface Diversion,None,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169583
148,a. Groundwater Extraction,<= 25 acre-feet,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124744
149,b. Surface Diversion,None,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124744
150,a. Groundwater Extraction,<= 25 acre-feet,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=82748
151,b. Surface Diversion,None,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=82748
152,a. Groundwater Extraction,> 25 acre-feet,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248206
153,b. Surface Diversion,None,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248206
154,a. Groundwater Extraction,> 25 acre-feet,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219477
155,b. Surface Diversion,None,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219477
156,a. Groundwater Extraction,> 25 acre-feet,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169660
157,b. Surface Diversion,None,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169660
158,a. Groundwater Extraction,> 25 acre-feet,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124640
159,b. Surface Diversion,None,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124640
160,a. Groundwater Extraction,> 25 acre-feet,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=83334
161,b. Surface Diversion,None,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=83334
162,a. Groundwater Extraction,> 25 acre-feet,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248277
163,b. Surface Diversion,None,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248277
164,a. Groundwater Extraction,> 25 acre-feet,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220616
165,b. Surface Diversion,None,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220616
166,a. Groundwater Extraction,> 25 acre-feet,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169024
167,b. Surface Diversion,None,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169024
168,a. Groundwater Extraction,> 25 acre-feet,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125061
169,b. Surface Diversion,None,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125061
170,a. Groundwater Extraction,> 25 acre-feet,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109025
171,b. Surface Diversion,None,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109025
172,a. Groundwater Extraction,> 25 acre-feet,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248365
173,b. Surface Diversion,None,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248365
174,a. Groundwater Extraction,> 25 acre-feet,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220074
175,b. Surface Diversion,None,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220074
176,a. Groundwater Extraction,> 25 acre-feet,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169033
177,b. Surface Diversion,None,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169033
178,a. Groundwater Extraction,> 25 acre-feet,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125068
179,b. Surface Diversion,None,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125068
180,a. Groundwater Extraction,> 25 acre-feet,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=83161
181,b. Surface Diversion,None,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=83161
182,a. Groundwater Extraction,> 25 acre-feet,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248130
183,b. Surface Diversion,None,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248130
184,a. Groundwater Extraction,> 25 acre-feet,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220589
185,b. Surface Diversion,None,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220589
186,a. Groundwater Extraction,> 25 acre-feet,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169371
187,b. Surface Diversion,None,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169371
188,a. Groundwater Extraction,> 25 acre-feet,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124506
189,b. Surface Diversion,None,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124506
190,a. Groundwater Extraction,> 25 acre-feet,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108435
191,b. Surface Diversion,None,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108435
192,a. Groundwater Extraction,<= 25 acre-feet,G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248205
193,b. Surface Diversion,None,G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248205
