,ApplID,Report_ID,answer,question
53,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125212,"346
Acre-Feet",Amount Extracted
54,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109182,"92.34
Acre-Feet",Amount Extracted
55,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248226,"156.80
Acre-Feet",Amount Extracted
56,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220168,"39236
Hundred Cubic-Feet",Amount Extracted
57,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168746,"168.30
Acre-Feet",Amount Extracted
58,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124840,"168
Acre-Feet",Amount Extracted
59,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108783,"93.17
Acre-Feet",Amount Extracted
60,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248139,"30.90
Acre-Feet",Amount Extracted
61,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219719,"8663
Hundred Cubic-Feet",Amount Extracted
62,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169192,"9.70
Acre-Feet",Amount Extracted
63,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125400,"16
Acre-Feet",Amount Extracted
64,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109375,"14.72
Acre-Feet",Amount Extracted
65,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248189,"118.50
Acre-Feet",Amount Extracted
66,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220601,"32389
Hundred Cubic-Feet",Amount Extracted
67,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168809,"54.60
Acre-Feet",Amount Extracted
68,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125411,"31
Acre-Feet",Amount Extracted
69,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109386,"54.78
Acre-Feet",Amount Extracted
70,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248383,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
71,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181628,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
72,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181627,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
73,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169583,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
74,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124744,"0
Acre-Feet",Amount Extracted
75,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=82748,"0
Acre-Feet",Amount Extracted
76,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248206,"345.30
Acre-Feet",Amount Extracted
77,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219477,"650566
Hundred Cubic-Feet",Amount Extracted
78,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169660,"1184.90
Acre-Feet",Amount Extracted
79,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124640,"558
Acre-Feet",Amount Extracted
80,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=83334,"1734.40
Acre-Feet",Amount Extracted
81,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248277,"784.20
Acre-Feet",Amount Extracted
82,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220616,"306721
Hundred Cubic-Feet",Amount Extracted
83,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169024,"909.70
Acre-Feet",Amount Extracted
84,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125061,"1016
Acre-Feet",Amount Extracted
85,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109025,"869.65
Acre-Feet",Amount Extracted
86,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248365,"808.50
Acre-Feet",Amount Extracted
87,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220074,"384371
Hundred Cubic-Feet",Amount Extracted
88,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169033,"817.40
Acre-Feet",Amount Extracted
89,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125068,"536
Acre-Feet",Amount Extracted
90,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=83161,"608.46
Acre-Feet",Amount Extracted
91,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248130,"297.90
Acre-Feet",Amount Extracted
92,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220589,"164328
Hundred Cubic-Feet",Amount Extracted
93,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169371,"515.30
Acre-Feet",Amount Extracted
94,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124506,"622
Acre-Feet",Amount Extracted
95,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108435,"155.67
Acre-Feet",Amount Extracted
96,G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248205,"8.10
Acre-Feet",Amount Extracted
97,G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219984,"41358
Hundred Cubic-Feet",Amount Extracted
98,G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169501,"112
Acre-Feet",Amount Extracted
99,G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125346,"261
Acre-Feet",Amount Extracted
100,G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=82759,"84.05
Acre-Feet",Amount Extracted
101,G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248074,"15.60
Acre-Feet",Amount Extracted
102,G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220581,"24.20
Acre-Feet",Amount Extracted
103,G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168435,"14.60
Acre-Feet",Amount Extracted
104,G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124694,"18
Acre-Feet",Amount Extracted
105,G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108632,"8.08
Acre-Feet",Amount Extracted
106,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352437,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
107,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334721,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
108,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=304953,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
109,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247515,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
110,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219421,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
111,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168340,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
112,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125297,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
113,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109269,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
114,G190781,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382376,"97
Acre-Feet",Amount Extracted
115,G334539,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352341,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
116,G334539,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338528,"67.97
Acre-Feet",Amount Extracted
117,G334539,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338529,"44.85
Acre-Feet",Amount Extracted
118,G334539,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338530,"0.65
Acre-Feet",Amount Extracted
119,G334540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352896,"0.0640
Acre-Feet",Amount Extracted
120,G334540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338531,"22.63
Acre-Feet",Amount Extracted
121,G334540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338532,"123.44
Acre-Feet",Amount Extracted
122,G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352343,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
123,G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338523,"24.61
Acre-Feet",Amount Extracted
124,G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338524,"154.45
Acre-Feet",Amount Extracted
125,G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338533,"65.46
Acre-Feet",Amount Extracted
126,G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338525,"65.46
Acre-Feet",Amount Extracted
127,G334538,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352342,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
128,G334538,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338526,"8.24
Acre-Feet",Amount Extracted
129,G334538,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338527,"44.58
Acre-Feet",Amount Extracted
130,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352871,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
131,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333824,"1043.0850
Acre-Feet",Amount Extracted
132,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333825,"1043.10
Acre-Feet",Amount Extracted
133,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333827,"675.90
Acre-Feet",Amount Extracted
134,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333828,"413.12
Acre-Feet",Amount Extracted
135,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333829,"620
Acre-Feet",Amount Extracted
136,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333830,"640
Acre-Feet",Amount Extracted
137,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333831,"320
Acre-Feet",Amount Extracted
138,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333832,"640
Acre-Feet",Amount Extracted
139,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333833,"787
Acre-Feet",Amount Extracted
140,G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247630,"1043.10
Acre-Feet",Amount Extracted
141,G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220315,"675.90
Acre-Feet",Amount Extracted
142,G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169637,"413.12
Acre-Feet",Amount Extracted
143,G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124237,"620
Acre-Feet",Amount Extracted
144,G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108152,"640
Acre-Feet",Amount Extracted
145,G193650,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337080,"3980999
Gallons",Amount Extracted
146,G561856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352533,"50
Acre-Feet",Amount Extracted
147,G561856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337182,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
148,G363819,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352724,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
149,G334535,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=336452,"598.60
Acre-Feet",Amount Extracted
150,G334534,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=351963,"1751.40
Acre-Feet",Amount Extracted
151,G334534,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305309,"1940.90
Acre-Feet",Amount Extracted
152,G334531,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352528,"122
Acre-Feet",Amount Extracted
153,G334531,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305310,"128
Acre-Feet",Amount Extracted
154,G334532,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=351962,"112
Acre-Feet",Amount Extracted
155,G334532,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305119,"107
Acre-Feet",Amount Extracted
156,G334533,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352718,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
157,G334533,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305120,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
158,G561855,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=353262,"257.10
Acre-Feet",Amount Extracted
159,G334530,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=353074,"2896.70
Acre-Feet",Amount Extracted
160,G334530,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305118,"2773
Acre-Feet",Amount Extracted
161,G193509,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168471,"723.10
Acre-Feet",Amount Extracted
162,G193509,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125255,"688.20
Acre-Feet",Amount Extracted
163,G193509,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109233,"622.30
Acre-Feet",Amount Extracted
164,G193510,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169249,"1088.90
Acre-Feet",Amount Extracted
165,G193510,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125271,"887.10
Acre-Feet",Amount Extracted
166,G193510,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109248,"730.10
Acre-Feet",Amount Extracted
167,G193511,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168853,"750.60
Acre-Feet",Amount Extracted
168,G193511,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124197,"795.50
Acre-Feet",Amount Extracted
169,G193511,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108111,"782.06
Acre-Feet",Amount Extracted
170,G193643,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248773,"806
Acre-Feet",Amount Extracted
171,G193643,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292651,"537
Acre-Feet",Amount Extracted
172,G193649,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248779,"1779
Acre-Feet",Amount Extracted
173,G193649,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292657,"1888
Acre-Feet",Amount Extracted
174,G334525,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352529,"25.8570
Acre-Feet",Amount Extracted
175,G334525,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=336373,"34.5630
Acre-Feet",Amount Extracted
176,G334525,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=336367,"34.50
Acre-Feet",Amount Extracted
177,G334525,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306239,"16.90
Acre-Feet",Amount Extracted
178,G334525,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248768,"33.3430
Acre-Feet",Amount Extracted
