,question,answer,ApplID,Report_ID
32,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108363
33,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248392
34,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220822
35,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169744
36,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149089
37,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125073
38,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109038
39,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248391
40,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220637
41,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169743
42,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149088
43,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124188
44,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108102
45,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248133
46,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219534
47,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169191
48,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125036
49,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108999
50,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248117
51,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220779
52,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169001
53,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125212
54,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109182
55,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248226
56,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220168
57,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168746
58,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124840
59,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108783
60,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248139
61,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219719
62,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169192
63,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125400
64,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109375
65,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248189
66,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220601
67,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168809
68,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125411
69,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109386
70,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248383
71,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181628
72,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181627
73,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169583
74,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124744
75,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=82748
76,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248206
77,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219477
78,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169660
79,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124640
80,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=83334
81,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248277
82,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220616
83,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169024
84,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125061
85,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109025
86,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248365
87,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220074
88,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169033
89,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125068
90,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=83161
91,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248130
92,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220589
93,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169371
94,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124506
95,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108435
96,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248205
97,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219984
98,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169501
99,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125346
100,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=82759
101,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248074
102,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220581
103,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168435
104,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124694
105,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108632
106,Ownership Type,"Other - 
We no longer lease this well-Lease has expired",G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352437
107,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334721
108,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=304953
109,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247515
110,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219421
111,Ownership Type,"Other - 
Well lessee only",G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168340
112,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125297
113,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109269
114,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G190781,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382376
115,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334539,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352341
116,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334539,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338528
117,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334539,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338529
118,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334539,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338530
119,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352896
120,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338531
121,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338532
122,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352343
123,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338523
124,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338524
125,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338533
126,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338525
127,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334538,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352342
128,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334538,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338526
129,Ownership Type,"Lessee of land on which well or point of diversion is located, and is extracting/diverting water",G334538,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338527
130,Ownership Type,"Other - 
Owner of land; no longer leased; no extractions",G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352871
131,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333824
132,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333825
133,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333827
134,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333828
135,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333829
136,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333830
137,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333831
138,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333832
139,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333833
140,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247630
141,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220315
142,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169637
143,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124237
144,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108152
145,Ownership Type,"Other - 
Responsible party extracting groundwater under Regional Water Board order",G193650,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337080
146,Ownership Type,"Other - 
Owner of water right",G561856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352533
147,Ownership Type,"Other - 
Owner of Water Right, of the land on which it is pumping",G561856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337182
148,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G363819,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352724
149,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G334535,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=336452
150,Ownership Type,"Owner of land, but lessee is extracting/diverting water",G334534,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=351963
151,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G334534,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305309
152,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G334531,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352528
153,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G334531,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305310
154,Ownership Type,"Owner of land on which well or point of diversion is located, and is extracting/diverting water",G334532,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=351962
