,Crop,Multiple Crops,Area Irrigated (Acres),Primary Irrigation Method,ApplID,Report_ID
51,Cannabis,No,0.0230,Surface (example: flood),S027434,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371400
52,Grapes,No,21.60,"Low-volume (example: micro-sprinkler, drip)",A031060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339975
53,Rice,No,272,,S027311,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382043
54,Rice,No,272,,S027311,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366868
55,Other,No,1.5,"Low-volume (example: micro-sprinkler, drip)",S027394,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357814
56,Grapes,No,12.50,,S027329,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=360077
57,Grapes,No,7,,S027330,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362482
58,Grapes,No,15,"Low-volume (example: micro-sprinkler, drip)",S027331,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355448
59,Corn,Yes,2,Sprinkler,S027355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357790
60,Tomatoes,Yes,1,Sprinkler,S027355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357790
61,Vegetables,Yes,2,Sprinkler,S027355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357790
62,Corn,No,55,Surface (example: flood),S027365,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364705
63,Tree Fruit (other),No,49,Surface (example: flood),S027365,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364705
64,Cannabis,Yes,0.1150,"Low-volume (example: micro-sprinkler, drip)",S027265,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357719
65,Cannabis,No,0.53,Sub-surface,S027585,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371325
66,Cannabis,No,0.92,"Low-volume (example: micro-sprinkler, drip)",S027367,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362387
67,Cannabis,No,0.10,"Low-volume (example: micro-sprinkler, drip)",S027315,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=360084
68,Cannabis,No,0.25,"Low-volume (example: micro-sprinkler, drip)",S027251,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371331
69,Landscape,No,0.10,"Low-volume (example: micro-sprinkler, drip)",S027251,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371331
70,Cannabis,No,0.2430,"Low-volume (example: micro-sprinkler, drip)",S027202,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364577
71,Fruit,No,0.20,Surface (example: flood),S027202,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364577
72,Landscape,No,0.01,"Low-volume (example: micro-sprinkler, drip)",S027202,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364577
73,Cannabis,No,0.1150,"Low-volume (example: micro-sprinkler, drip)",S026770,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371392
74,Tomatoes,No,0.000450,"Low-volume (example: micro-sprinkler, drip)",S026770,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371392
75,Vegetables,No,0.0009,"Low-volume (example: micro-sprinkler, drip)",S026770,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371392
76,Other,No,cannabis,"Low-volume (example: micro-sprinkler, drip)",S026961,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366842
77,Cannabis,Yes,0.25,Surface (example: flood),S026936,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357857
78,"Plant Nursery (flowers, etc.)",No,1,Sprinkler,S026936,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357857
79,Sod (lawn grass),No,1,Sprinkler,S026936,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357857
80,Cannabis,Yes,0.50,"Low-volume (example: micro-sprinkler, drip)",S026850,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362383
81,Cannabis,No,0.1840,"Low-volume (example: micro-sprinkler, drip)",S026772,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=367001
82,Cannabis,No,0.20,"Low-volume (example: micro-sprinkler, drip)",S026912,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362408
83,Other,No,.25,"Low-volume (example: micro-sprinkler, drip)",S027074,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357891
84,Cannabis,No,0.69,"Low-volume (example: micro-sprinkler, drip)",S027093,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382508
85,Cannabis,No,0.69,"Low-volume (example: micro-sprinkler, drip)",S027093,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382290
86,Cannabis,No,0.69,"Low-volume (example: micro-sprinkler, drip)",S027093,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357749
87,Cannabis,Yes,0.22,"Low-volume (example: micro-sprinkler, drip)",S027125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364575
88,Corn,Yes,0.15,"Low-volume (example: micro-sprinkler, drip)",S027125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364575
89,Landscape,Yes,0.50,Sprinkler,S027125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364575
90,"Legumes (peas, beans, peanuts)",Yes,0.05,"Low-volume (example: micro-sprinkler, drip)",S027125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364575
91,Pasture,Yes,0.25,"Low-volume (example: micro-sprinkler, drip)",S027125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364575
92,"Plant Nursery (flowers, etc.)",Yes,0.10,"Low-volume (example: micro-sprinkler, drip)",S027125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364575
93,Sunflower,Yes,0.05,"Low-volume (example: micro-sprinkler, drip)",S027125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364575
94,Tomatoes,Yes,0.05,"Low-volume (example: micro-sprinkler, drip)",S027125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364575
95,Vegetables,Yes,0.10,"Low-volume (example: micro-sprinkler, drip)",S027125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364575
96,Other,No,"7,691 Square Feet","Low-volume (example: micro-sprinkler, drip)",S027129,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355562
97,Grapes,No,23,,S026919,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371395
98,Landscape,No,0.1250,,S026831,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362463
99,Other,Yes,0.5298,"Low-volume (example: micro-sprinkler, drip)",S027068,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=369077
100,Other,No,Cannabis,"Low-volume (example: micro-sprinkler, drip)",S027104,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=369101
101,Cannabis,No,0.09,"Low-volume (example: micro-sprinkler, drip)",S026915,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371430
102,Cannabis,Yes,0.15,,S027102,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=369013
103,Cannabis,No,0.25,"Low-volume (example: micro-sprinkler, drip)",S026954,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=369033
104,Tree Fruit (other),Yes,0.25,"Low-volume (example: micro-sprinkler, drip)",S026954,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=369033
105,Vegetables,Yes,0.1250,"Low-volume (example: micro-sprinkler, drip)",S026954,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=369033
106,Other,No,cannabis,"Low-volume (example: micro-sprinkler, drip)",S026959,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355539
107,Cannabis,Yes,0.22,"Low-volume (example: micro-sprinkler, drip)",S027128,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357801
108,Landscape,Yes,0.25,Sprinkler,S027128,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357801
109,"Plant Nursery (flowers, etc.)",Yes,0.10,"Low-volume (example: micro-sprinkler, drip)",S027128,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357801
110,Vegetables,Yes,0.25,"Low-volume (example: micro-sprinkler, drip)",S027128,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357801
111,Cannabis,Yes,0.22,"Low-volume (example: micro-sprinkler, drip)",S027118,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357782
112,Landscape,Yes,0.02,"Low-volume (example: micro-sprinkler, drip)",S027118,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357782
113,Vegetables,No,0.05,"Low-volume (example: micro-sprinkler, drip)",S027118,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357782
114,Cannabis,Yes,0.11,"Low-volume (example: micro-sprinkler, drip)",S027019,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355440
115,Cannabis,No,0.10,"Low-volume (example: micro-sprinkler, drip)",S027210,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366901
116,Cannabis,No,0.1380,"Low-volume (example: micro-sprinkler, drip)",S026567,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=360189
117,Cannabis,No,0.23,"Low-volume (example: micro-sprinkler, drip)",S026688,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355509
118,Cannabis,Yes,0.10,Sprinkler,S027602,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=360042
119,Fruit,Yes,0.01,Sprinkler,S027602,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=360042
120,Grapes,Yes,0.01,,S027602,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=360042
121,Landscape,Yes,0.01,Sprinkler,S027602,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=360042
122,"Plant Nursery (flowers, etc.)",No,0.01,Sprinkler,S027602,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=360042
123,Tree Fruit (other),Yes,0.01,Sprinkler,S027602,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=360042
124,Cannabis,Yes,0.40,Surface (example: flood),S026704,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381796
125,Cannabis,No,0.40,Surface (example: flood),S026704,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355413
126,Cannabis,No,0.23,Surface (example: flood),S026695,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364614
127,Pasture,No,100,Surface (example: flood),S026719,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355430
128,Cannabis,No,0.5386718750,"Low-volume (example: micro-sprinkler, drip)",S026572,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=368994
129,Cannabis,No,0.61,"Low-volume (example: micro-sprinkler, drip)",S026785,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362362
130,Cannabis,No,0.72,"Low-volume (example: micro-sprinkler, drip)",S026673,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382062
131,Cannabis,No,0.72,"Low-volume (example: micro-sprinkler, drip)",S026673,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=360051
132,Cannabis,Yes,0.1250,"Low-volume (example: micro-sprinkler, drip)",S026525,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362460
133,Vegetables,Yes,0.75,"Low-volume (example: micro-sprinkler, drip)",S026525,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362460
134,Cannabis,No,0.13,"Low-volume (example: micro-sprinkler, drip)",S026661,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=380535
135,Cannabis,No,0.13,"Low-volume (example: micro-sprinkler, drip)",S026661,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355500
136,Cannabis,No,0.46,"Low-volume (example: micro-sprinkler, drip)",S026797,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357755
137,Cannabis,No,0.11,Surface (example: flood),S026670,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381986
138,Cannabis,No,0.11,Surface (example: flood),S026670,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355424
139,Fruit,No,0.25,Sprinkler,S026531,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366994
140,Cannabis,No,0.52,,S026668,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=360140
141,Tree Fruit (other),No,5,,S026668,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=360140
142,Cannabis,Yes,0.23,"Low-volume (example: micro-sprinkler, drip)",S026568,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381598
143,Pasture,Yes,10,,S026568,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381598
144,Tree Fruit (other),Yes,1,,S026568,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381598
145,Cannabis,Yes,0.25,"Low-volume (example: micro-sprinkler, drip)",S026568,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381152
146,Pasture,Yes,10,,S026568,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381152
147,Tree Fruit (other),Yes,1,,S026568,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381152
148,Cannabis,Yes,0.25,"Low-volume (example: micro-sprinkler, drip)",S026568,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357726
149,Pasture,Yes,12,,S026568,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357726
150,Tree Fruit (other),Yes,1,,S026568,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357726
151,Cannabis,No,0.1905,"Low-volume (example: micro-sprinkler, drip)",S026460,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366852
152,Cannabis,No,0.40,"Low-volume (example: micro-sprinkler, drip)",S026584,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364670
153,Cannabis,No,0.40,,S026584,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381858
154,Grapes,No,3,,S026584,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381858
155,Tree Fruit (other),No,2,,S026584,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381858
156,Cannabis,No,0.40,,S026584,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338064
157,Grapes,No,3,,S026584,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338064
158,Tree Fruit (other),No,2,,S026584,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338064
159,Cannabis,No,0.1721763085399450,"Low-volume (example: micro-sprinkler, drip)",S026543,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355436
160,Cannabis,No,0.3165748393021120,"Low-volume (example: micro-sprinkler, drip)",S026545,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=369153
161,Cannabis,No,0.642790,"Low-volume (example: micro-sprinkler, drip)",S026547,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382509
162,Cannabis,No,0.642790,"Low-volume (example: micro-sprinkler, drip)",S026547,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355437
163,Cannabis,No,0.171440,"Low-volume (example: micro-sprinkler, drip)",S026467,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362375
164,Almonds and Other Nuts,No,1,,S026585,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381857
165,Cannabis,No,0.40,,S026585,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381857
166,Grapes,Yes,3,,S026585,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381857
167,Landscape,No,0.10,,S026585,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381857
168,Almonds and Other Nuts,No,1,,S026585,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=369038
169,Cannabis,No,0.40,,S026585,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=369038
170,Grapes,Yes,3,,S026585,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=369038
171,Landscape,No,0.10,,S026585,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=369038
172,Cannabis,No,0.0975665748393021,"Low-volume (example: micro-sprinkler, drip)",S026658,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366820
173,Almonds and Other Nuts,No,158,"Low-volume (example: micro-sprinkler, drip)",S026579,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362510
